,Participant ID,Referent,Speech,Feature,Adjectives,Adjectives_Spacy
495,37C-R88,23,        policeman.,I+L,,
496,37C-R90,24,        he he works at night.,I+F,,
497,37C-R91,25,        he has two more nights that he needs to work.,I+F,,['more']
498,37C-R93,26,        then he well then uh a new +...,I,,['new']
499,37C-R105,34,        oh I know.,I,,
500,37C-R106,35,        I think I know about if there's trouble at the beach then the police man will come to the beach.,I+F+L,,
501,37C-R109,37,        and then drive away to jail.,F,,
502,37C-R180,Weightlifter,nan,,,
503,37C-R181,1,        muscle man.,L,,
504,37C-R185,3,        he can lift up heavy stuff.,F,,['heavy']
505,37C-R187,4,        like this table.,F,,
506,37C-R189,5,"        he can, lift up, um, something in here.",F,,
507,37C-R190,6,        a couch.,F,,
508,37C-R192,7,        he can lift up a big box.,F,,['big']
509,37C-R194,8,"        and, big chairs.",F,,['big']
510,37C-R196,9,        that's all that I know.,I,,
511,37C-R218,23,        he can lift up a house I think.,I+F,,
512,37C-R223,Farmer,nan,,,
513,37C-R224,1,        someone's carrying vegetables.,P,,
514,37C-R225,2,        I think for for her animals.,I+F,,
515,37C-R228,3,        a farmer.,L,,
516,37C-R231,4,"        she can, buy stuff at the store.",F,,
517,37C-R233,5,"        you know, they farmers own cornfields.",F+L,,
518,37C-R248,Weightlifter,nan,,,
519,37C-R249,1,"        he can lift a, um, big big uh doors.",F,,"['big', 'big']"
520,37C-R252,Farmer,nan,,,
521,37C-R253,1,        but farmers do something else.,F+L,,
522,37C-R255,2,        they live in barns.,P,,
523,37C-R256,3,"        don't they have a rooster on top of their, place?",F,,
524,37C-R263,5,"        okay she can, put she can go to bed.",F,,
525,37C-R264,6,        she can smell.,F,,
526,37C-R265,7,        she can eat.,F,,
527,37C-R266,8,        she can see.,P,,
528,37C-R267,9,"        she can do, everything.",F,,
529,37C-R563,Surfer,nan,,,
530,37C-R565,1,"        I do, um, I don't know.",I,,
531,37C-R570,4,"        you can like, like you can get wet.",P,wet,['wet']
532,37C-R572,5,        and you need your bathing suits.,P,,
533,37C-R574,6,        that's all that I know.,I,,
534,37C-R578,7,        he has five fingers.,P,,
535,37C-R579,8,        and he's in the water.,P,,
536,37C-R585,King,nan,,,
537,37C-R586,1,        now a prince.,T,,
538,37C-R588,2,        um kid princes are called princes.,T,,
539,37C-R590,3,        and dad princes is called kings.,T+L,,
540,37C-R592,4,        so is this a king?,L,,
541,37C-R594,5,        might be a king.,L,,
542,37C-R596,6,        so he can eat smell talk.,F,,
543,37C-R597,7,        even go to bed.,F,,
544,37C-R599,8,        that's all that I know.,I,,
545,37C-R601,9,        he can sit ⌊down⌋.,P,,
546,37C-R603,10,"        he can, like sit down and eat.",P+F,,
547,37C-R605,11,        let me think about something else.,I,,
548,37C-R606,12,        he can walk.,F,,
549,44C-R2,Clown,nan,,,
550,44C-R4,1,        a clown.,L,,
551,44C-R6,2,        clowns are silly.,L+P,silly,['silly']
552,44C-R28,Football Player,nan,,,
553,44C-R30,1,        somebody.,L,,
554,44C-R33,2,        it  ball.,P,,
555,44C-R36,3,        it wa- that ones wearin a hat.,P,,
556,44C-R58,Witch,nan,,,
557,44C-R60,1,        a witch.,L,,
558,44C-R65,3,"        it, the witch is wearing a hat.",L+P,,
559,44C-R68,4,        I don't know what else.,I,,
560,44C-R70,Pilot,nan,,,
561,44C-R72,1,"        somebody body, sitting in a chair.",L+P,,
562,44C-R74,2,        what more can you tell me?,,,['more']
563,44C-R75,3,        it was wearing a hat.,P,,
564,44C-R155,Teacher,nan,,,
565,44C-R157,1,        a teacher.,L,,
566,44C-R159,2,        the teacher got a book in its hand.,L+P,,
567,44C-R161,3,        the teacher's wearing glasses.,L+P,,
568,48C-R2,Race Car Driver,nan,,,
569,48C-R8,3,        and the man is getting out.,P+L,,
570,48C-R12,Ballerina,nan,,,
571,48C-R14,1,        a ballerina.,L,,
572,48C-R16,2,        she's wearing dance ? shoes.,P,,
573,48C-R20,3,        they dance.,F,,
574,48C-R21,4,"        I used to be, in a dance class.",I+F,,
575,48C-R133,Old Woman,nan,,,
576,48C-R135,1,        a old lady.,L,old,['old']
577,48C-R141,3,"        it gots, silver hair.",P,silver,['silver']
578,48C-R142,4,        and it gots green necklaces.,P,green,['green']
579,48C-R143,5,"        and one, black one.",P,black,['black']
580,48C-R145,6,        and it's wearing blue pants.,P,blue,['blue']
581,48C-R146,7,        and blue shoes.,P,blue,['blue']
582,48C-R147,8,        and a pink coat.,P,pink,['pink']
583,48C-R148,9,        and its shirt is green with blue .,P,"green, blue",['green']
584,48C-R150,Firefighter,nan,,,
585,48C-R152,1,        a fireman.,L,,
586,48C-R154,2,        it gots a hat.,P,,
587,48C-R159,4,        puts out the fire.,P,,
588,48C-R170,Judge,nan,,,
589,48C-R172,1,        a author.,L,,
590,59C-R40,Pirate,nan,,,
591,59C-R42,1,        pirate whisperstoZorg.,L,,
592,59C-R43,2,        pirate  as Zorg.,L,,
593,59C-R46,4,        these are pirates  as Zorg.,L,,
594,59C-R49,7,        and they're mean  as Zorg .,I,,['mean']
595,59C-R57,Doctor,nan,,,
596,59C-R59,1,        whisperstoZorg doctor.,L,,
597,59C-R60,2,        doctor  as Zorg.,L,,
598,59C-R70,3,        whisperstoZorg it's a doctor and it helps people.,F+L,,
599,59C-R73,5,"        um um, yeah um, ah whisperstoZorg He's good .",I,good,['good']
600,59C-R74,6,        he's good and not evil  as Zorg.,I,"good, not evil","['good', 'evil']"
601,59C-R77,7,        whisperstoZorg they help you and they take care of you.,F,,
602,59C-R90,Painter,nan,,,
603,59C-R95,3,        whisperstoZorg it's a artists.,L,,
604,59C-R96,4,        it's a artist  as Zorg.,L,,
605,59C-R99,5,"        um, it draws things  as Zorg.",P,,
606,59C-R123,Baby,nan,,,
607,59C-R125,1,        whisperstoZorg baby .,L,,
608,59C-R126,2,        it's a baby  as Zorg.,L,,
609,59C-R127,3,"        and he and, and lays down and  as Zorg +...",P,,
610,59C-R133,4,        a baby.,L,,
611,59C-R136,6,        whisperstoZorg it's a baby.,L,,
612,59C-R137,7,        it's a baby  as Zorg.,L,,
613,59C-R140,9,        cries and likes to sleep  as Zorg.,F,,
614,59C-R143,10,        whisperstoZorg change diapers.,F+P,,
615,59C-R198,Baseball Player,nan,,,
616,59C-R200,1,        whisperstoZorg baseball player.,L,,
617,59C-R201,2,"        baseball player, player.",L,,
618,59C-R204,4,"        um, it hits the ball then er drops the pin and then it runs into a shh that, like that  as Zorg.",F,,
619,59C-R209,7,        the football pl- I mean uh  as Zorg.,T,,
620,59C-R210,8,        whisperstoZorg baseball player.,L,,
621,59C-R211,9,        it's a baseball player and it runs  as Zorg.,F+L,,
622,67C-R46,Police Officer,nan,,,
623,67C-R52,4,        I don't know more.,I,,['more']
624,67C-R55,Surfer,nan,,,
625,67C-R57,1,        I don't know about skateboarding.,I+P,,
626,67C-R59,2,        skateboarding is for older kids.,P+F,,['older']
627,67C-R118,Farmer,nan,,,
628,67C-R126,1,        .,,,
629,67C-R128,2,        a farmer.,L,,
630,67C-R130,3,        they haul food.,F,,
631,67C-R132,4,        they they put hay in barns too.,F,,
632,67C-R133,Weightlifter,nan,,,
633,67C-R135,1,        a wrestle guy.,L,,
634,67C-R137,2,        they wrestle.,F,,
635,67C-R139,3,        um that only they do.,F,,
636,67C-R141,4,        but that all they the wrestlers do.,L+F,,
637,67C-R142,5,        but they smas-hit guys.,F,,
638,67C-R143,6,        they fight.,F,,
639,67C-R145,7,        they're ? kinda scary.,I,scary,['scary']
640,67C-R166,King,nan,,,
641,67C-R168,1,        a king.,L,,
642,67C-R170,2,"        kings have, live in castles.",L+F,,
643,67C-R171,3,        and kings have hats on.,L+P,,
644,07C-R10,ballerina,nan,,,
645,07C-R14,2,        that's a dancing.,L,,
646,07C-R17,3,"        maybe it's yellow and black and, and maybe it's pink, and right about it's, black ⌈ um⌉.",P,"yellow, black, pink, black","['yellow', 'black', 'pink', 'black']"
647,07C-R19,4,        and pink and red.,P,"pink, red","['pink', 'red']"
648,07C-R24,6,        red pointspicture.,P,red,
649,07C-R59,race car driver,nan,,,
650,07C-R93,firefighter,nan,,,
651,07C-R94,1,        a firefire.,L,,
652,07C-R95,2,"        it's black and green, and colors.",P,"black, green","['black', 'green']"
653,07C-R98,3,        it's have white.,P,white,
654,07C-R102,4,         this is white and black and colors.,P,"white, black","['white', 'black']"
655,07C-R143,old woman,nan,,,
656,07C-R144,1,"        it's a blue, and green I mean, I mean what is this?",P,"blue, green",['green']
657,07C-R147,2,        I think this is blue and green and yellow and black and and grey and yellow blue.,P,"blue, green, grey, black, yellow, blue","['blue', 'green', 'yellow', 'black', 'grey', 'yellow']"
658,07C-R149,3,        it's walks.,F,,
659,07C-R153,4,         this is blue and yellow and grey and red and green and black and red and yellow.,P,"blue, yellow, grey, green, black, red","['blue', 'yellow', 'grey', 'red', 'green', 'black', 'red', 'yellow']"
660,07C-R166,judge,nan,,,
661,07C-R168,1,        a black and a white.,P,"black, white",
662,07C-R170,2,        it it walks.,F,,
663,07C-R174,3,         this is black and white.,P,"black, white","['black', 'white']"
664,08C-R59,firefighter,nan,,,
665,08C-R61,1,        a fireman.,L,,
666,08C-R63,2,        um he is wash- he's getting out the fire.,P,,
667,08C-R66,3,        uh-huh  yes he's just  that he's holding.,P,,
668,08C-R76,4,"        and, he has a point he has a thing.",P,,
669,08C-R80,ballerina,nan,,,
670,08C-R82,1,        a ballerina.,L,,
671,08C-R84,2,"        mm she, these things are called tutus pointstutu.",P,,
672,08C-R86,3,        it's a kind of a funny name.,I,,['funny']
673,08C-R88,4,"        and, toe shoes.",P,,
674,08C-R89,5,        another toe shoe.,P,,
675,08C-R90,6,"        and she has, yellow hair.",P,yellow,['yellow']
676,08C-R92,7,        black tights.,P,black,['black']
677,08C-R94,8,        I have a ballerina suit.,I+L,pink,
678,08C-R96,9,        but it's light pink.,I,,['light']
679,08C-R98,10,        laughs and I don't know.,I,,
680,08C-R133,judge,nan,,,
681,08C-R137,1,"        um it's a, man that's working in his office.",L,,
682,08C-R140,2,        um he has glasses but he's a little mad.,P+I,,"['little', 'mad']"
683,08C-R148,4,        and he has a book ⌈<I mean> ?⌉.,P,,
684,08C-R152,6,        and he has a mean look.,I,mean,['mean']
685,08C-R196,old woman,nan,,,
686,08C-R198,1,        a ski girl.,L,,['ski']
687,08C-R200,2,        um she's holding a stick and she has glasses on and a necklace.,P,,
688,08C-R202,3,        three necklaces.,P,,
689,08C-R210,8,"          yes, um and she has blue pants.",P,blue,['blue']
690,08C-R211,9,        and pink shirt.,P,pink,['pink']
691,08C-R212,10,"        and, very very light, shirt ?.",P,light,['light']
692,08C-R215,12,        that's all I know.,I,,
693,08C-R217,13,        and she has a bow.,P,,
694,08C-R219,race car driver,nan,,,
695,08C-R221,1,        um a guy on a race car at a race car is it at a race car.,L,,
696,08C-R223,2,        they're gonna race.,I+P,,
697,08C-R226,4,        um he has a dog print on his shirt.,P,,
698,08C-R227,5,"        and another, and he has glasses.",P,,
699,08C-R228,6,        a hat.,P,,
700,08C-R229,7,        white tan and black here.,P,"white, black",['white']
701,08C-R230,8,        and pink here.,P,pink,
702,08C-R233,10,        and purple on here.,P,purple,['purple']
703,08C-R236,11,"          yes, and the cars have numbers on them.",P,,
704,08C-R238,12,        and there's everyone.,P,,
705,08C-R240,13,        there's a lot of.,P,,
706,10C-R1,baseball player,Speech,,,
707,10C-R8,3,"        um a, picture of someone playing baseball.",L,,
708,10C-R10,4,"        and um, um, this guy is getting ready to hit the ball.",P,,['ready']
709,10C-R12,5,        or try to hit the ⌊ball⌋.,P,,
710,10C-R16,7,"        hm, you need to like be a, maybe have a you don't really actually have to but some people have like a baseball hat.",I+F,,
711,10C-R18,8,        to wear.,F,,
712,10C-R82,painter,nan,,,
713,10C-R84,1,        a painter.,L,,
714,10C-R87,3,        she is painting.,P,,
715,10C-R88,4,"        um, right now she's painting a tree.",P,,
716,10C-R90,5,        she's painting on a easel.,P,,
717,10C-R92,6,        and a piece of paper.,P,,
718,10C-R94,7,"        and, she's painting with, paint.",P,,
719,10C-R115,baby,nan,,,
720,10C-R118,2,        is a picture of a baby laying in like a on a blanket or in its crib on a ⌊blanket⌋.,L+P,,
721,10C-R120,3,        with three um dolls.,P,,
722,10C-R122,4,"        and, babies like, to kick.",L+F,,
723,10C-R124,5,        um looks like this baby's getting ready to kick.,L+ P,,['ready']
724,10C-R173,doctor,nan,,,
725,10C-R175,1,        this is a picture of someone at the hospital or a doctor.,P+L,,
726,10C-R178,2,"        um, the I think she's at the doctor cause it looks like this is the a doctor.",P+L,,
727,10C-R180,3,        and the doctor is I think asking her some questions.,L+P,,
728,10C-R182,4,"        um, looks like right now she's talking.",P,,
729,10C-R183,5,"        um, and she's laying in a bed.",P,,
730,10C-R187,pirate,nan,,,
731,10C-R188,1,        this is a pirate.,L,,
732,10C-R190,2,"        um, they, only travel on ships.",F,,
733,10C-R192,3,"        and they wear, patches on only one eye.",P,,
734,10C-R195,5,        they wear a belt.,P,,
735,10C-R196,6,        they wear boots.,P,,
736,24C-R1,doctor,Speech,Which feature is questioned or emphasized,,
737,24C-R3,1,        a doctor.,L,,
738,24C-R5,2,        they help people who are sick or hurt.,F,,['sick']
739,24C-R9,4,"         you don't, I don't know.",I,,
740,24C-R12,6,        a doctor helps people.,L+F,,
741,24C-R13,7,        I'm sick.,I,,['sick']
742,24C-R25,baseball player,nan,,,
743,24C-R27,1,        a baseball player.,L,,
744,24C-R29,2,        some have bats and some have gloves.,P,,
745,24C-R32,3,        when the ball comes to you ya hit it.,F,,
746,24C-R61,painter,nan,,,
747,24C-R63,1,        a painter.,L,,
748,24C-R65,2,        you paint it.,P,,
749,24C-R68,4,        and then you get some paint and then you paint it.,F+P,,
750,24C-R72,6,        first they get a paintbrush put it in paint and then paint pictures that you want to paint.,F+P,,
751,24C-R105,pirate,nan,,,
752,24C-R107,1,        oh a pirate.,L,,
753,24C-R108,2,        oh the pirate.,L,,
754,24C-R110,3,        he rides on a ship.,F,,
755,24C-R111,4,        he needs gold.,F,,
756,24C-R112,5,        and has a parrot.,P,,
757,24C-R117,baby,nan,,,
758,24C-R118,1,        baby.,L,,
759,24C-R120,2,        he cannot do anything but lay there and cry burps.,F+P,,
760,24C-R124,4,         it's a baby.,L,,
761,24C-R125,5,        you don't eat it.,F,,
762,24C-R126,6,        it's a person.,T,,
763,24C-R127,7,        yuck people stinks.,T+I,,
764,47C-R16,firefighter,nan,,,
765,47C-R18,1,        a firetruck.,P,,
766,47C-R20,2,"        hm, they put out hoses.",P,,
767,47C-R22,3,"        and, I don't know what else.",I,,
768,47C-R43,5,"        hm, they're running to a, fire.",P,,
769,47C-R45,race car driver,nan,,,
770,47C-R47,1,        a racecar.,P,,
771,47C-R49,2,"        um, they race and race.",P,,
772,47C-R51,3,        fast.,P,,['fast']
773,47C-R53,3,"        and, steering helps them stay on the road.",F,,
774,47C-R145,old woman,nan,,,
775,47C-R146,1,"        hey, that's a cane right there.",P,,
776,47C-R149,2,        a wol-woman.,L,,
777,47C-R151,3,        I don't know much about people.,I,,['much']
778,47C-R153,4,"        but when they hurt, their foot they need a cane.",F+P,,
779,47C-R167,ballerina,nan,,,
780,47C-R168,1,        I know a lot about this.,I,,
781,47C-R171,2,        it's a dancer.,L,,
782,47C-R180,4,"        mm, and she dances around.",P,,
783,47C-R182,5,        so people can see her.,F,,
784,47C-R192,9,        a dancer.,L,,
785,47C-R197,10,"        and um, she spins and she, dances around where she's supposed to dance.",P,,
786,47C-R302,judge,nan,,,
787,47C-R304,1,        a director.,L,,
788,47C-R314,3,        it's a director.,L,,
789,58C-R45,race car driver,nan,,,
790,58C-R47,1,        a racecar.,P,,
791,58C-R80,judge,nan,,,
792,58C-R82,1,        um I don't know.,I,,
793,58C-R85,2,        a person who sits and does paperwork.,P,,
794,58C-R88,3,        he he likes papers and wears glasses.,I+P,,
795,58C-R89,4,        and he has a book that tells him things.,P,,
796,58C-R108,firefighter,nan,,,
797,58C-R110,1,        a fireman.,L,,
798,58C-R112,2,        he fights out fires.,P,,
799,58C-R114,3,        he doesn't know much about this one.,I,,['much']
800,58C-R115,4,"        he he has a hose that can, get out the fire.",P,,
801,58C-R116,5,"        and, and he has a big ladder so he can do from anywhere.",P,big,['big']
802,58C-R117,6,        so so so all they can be saved from the fire.,F+P,,
803,58C-R170,ballerina,nan,,,
804,58C-R172,1,        a ? ballerina.,L,,
805,58C-R174,2,        ballerinas have tutus.,L+P,,
806,58C-R177,3,        um they spin on their ballerina shoe.,P,,
807,58C-R178,4,        and they have special tutus.,P,special,['special']
808,58C-R179,5,        and they have different kind of places.,F,different,['different']
809,58C-R181,6,        and sometimes  places.,F,,
810,58C-R212,old woman,nan,,,
811,58C-R214,1,        a old lady.,L,old,['old']
812,58C-R216,2,        old ladies have necklaces and they have canes so they can walk well outside.,L+P,old,['old']
813,58C-R217,3,        and they and they and they have special and they have grey hair.,P,"special, grey","['special', 'grey']"
814,58C-R218,4,        and they wear glasses around.,P,,
815,58C-R219,5,        and some don't.,P,,
816,58C-R222,6,"        old people, have, I don't know.",T+I,,['old']
817,30C-R44,football player,nan,,,
818,30C-R48,2,        a hockey player.,L,,
819,30C-R50,3,        I don't know anything else about it.,I,,
820,30C-R53,4,        it has legs.,P,,
821,30C-R55,5,        it has arms.,P,,
822,30C-R92,pilot,nan,,,
823,30C-R102,4,        I don't know anything else about it.,I,,
824,30C-R133,teacher,nan,,,
825,30C-R135,1,        a teacher.,L,,
826,30C-R137,2,        it helps kids teach.,F,,
827,30C-R141,3,        I don't know anything else.,I,,
828,30C-R143,4,        we bringed food here.,I,,
829,30C-R183,witch,nan,,,
830,30C-R185,1,        a witch.,L,,
831,30C-R187,2,        it's for Halloween.,F,,
832,30C-R189,3,        that's all I know.,I,,
833,30C-R195,clown,nan,,,
834,30C-R197,1,        a clown.,L,,
835,30C-R199,2,        it's dressed up of a people.,F,,
836,30C-R201,3,        I don't know anything else.,I,,
837,30C-R204,4,        it's pointing at his ears.,P,,
838,63C-R1,pilot,Speech,,,
839,63C-R3,1,        a police.,L,,
840,63C-R6,3,"        I don't know what that, what he is.",I,,
841,63C-R8,4,"        even, if it's a police.",L,,
842,63C-R11,5,        maybe it's a police officer.,L,,
843,63C-R14,6,        maybe he's flying in an airplane.,P,,
844,63C-R19,football player,nan,,,
845,63C-R21,1,        a football player.,L,,
846,63C-R23,2,        uh she's playing football.,P,,
847,63C-R25,3,        um she's she she has she she has the football in her hands.,P,,
848,63C-R99,clown,nan,,,
849,63C-R101,1,        a funny person.,I+T,funny,['funny']
850,63C-R111,7,        hm he he kind he kind of looks like a clown.,L,,
851,63C-R112,8,        that juggles.,F,,
852,63C-R114,9,        my dad can juggle with two apples.,I+F,,
853,63C-R117,10,        hm he- jugglers look kind of funny.,F+I,funny,['funny']
854,63C-R118,11,        and they juggle a lot.,F,,
855,63C-R176,teacher,nan,,,
856,63C-R178,1,        a teacher.,L,,
857,63C-R180,2,        um she's writing with some chalk.,P,,
858,63C-R185,4,"        uh she's wear-she's looking, she's holding a book.",P,,
859,63C-R187,witch,nan,,,
860,63C-R189,1,        a witch.,L,,
861,63C-R191,2,        uh there's a bat.,P,,
862,63C-R192,3,        and he's wearing a witch hat.,P+L,,
863,63C-R195,5,        and she and he's on a broom.,P,,
864,63C-R200,7,        uh there's a bat across from this.,P,,
865,63C-R201,8,        and you know who I'm gonna be for Halloween?,I+F,,
866,63C-R203,9,        it's something scary.,I,scary,['scary']
867,63C-R207,12,        it's gonna be really scary.,I,scary,['scary']
868,63C-R209,13,        Batman.,T,,
869,20C-R112,judge,nan,,,
870,20C-R114,1,        um it's a judger.,L,,
871,20C-R116,2,        um judgers have things and they go like this mimeshammeringtable.,L+F,,
872,20C-R120,4,        and he has glasses.,P,,
873,20C-R122,5,"        and he is the judger and,  yawns.",L,,
874,20C-R134,race car driver,nan,,,
875,20C-R138,2,        um I can't see him like this.,I,,
876,20C-R139,3,        because his body looks his clothes look purple.,P,purple,['purple']
877,20C-R144,5,        um they race in a race car.,F,,
878,20C-R182,old woman,nan,,,
879,20C-R183,1,        this is a grandma.,L,,
880,20C-R185,2,"        um, her has a bracelet in her hair and her pants look this looks brown and.",P,brown,['brown']
881,20C-R196,firefighter,nan,,,
882,20C-R197,1,        a firefighter.,L,,
883,20C-R199,2,        um he saves people from the fire.,F+P,,
884,20C-R200,3,"        and oh, and he and, he squirts out the water.",P,,
885,20C-R203,5,        they climb on ladders yawns.,F+P,,
886,20C-R204,6,        and they free people.,F,,
887,20C-R205,7,        I don't know.,I,,
888,20C-R210,1,        this is an ice cream cone.,L+P,,
889,20C-R221,ballerina,nan,,,
890,20C-R222,1,        this is a ballerina.,L,,
891,20C-R223,2,        this is a ballerina.,L,,
892,20C-R224,3,        I'm a start to be a ballerina.,I+L,,
893,20C-R226,4,"        um her, shrugs I don't know.",I,,
894,36C-R19,baseball player,nan,,,
895,36C-R21,1,        baseball man.,L,,
896,36C-R23,2,        um he plays baseball and he hits the ball and it goes back to someone else.,P+F,,['else']
897,36C-R26,4,        you gotta learn to play baseball.,I,,
898,36C-R32,5,"        well, you can need to learn to play baseball by yourself now because you're no nice.",I+F,,['nice']
899,36C-R68,doctor,nan,,,
900,36C-R76,4,        when I'm sick I gotta go to the doctor.,I+L,,['sick']
901,36C-R78,5,        once I got new ? cavities.,I,,['new']
902,36C-R80,6,        they're pretty and they got good things in them to make teeth.,I+F,,"['pretty', 'good']"
903,36C-R85,8,        you need to learn to go to the doctor and be patient.,I+F+L,,['patient']
904,36C-R136,painter,nan,,,
905,36C-R138,1,        painting.,P,,
906,36C-R140,2,        well if she's painting really easy she can't get paint on her.,I+P,,
907,36C-R142,3,"        so that's why, she needs to do it.",I+P,,
908,36C-R147,5,        you you need to paint by yourself now.,I+F,,
909,36C-R149,baby,nan,,,
910,36C-R150,1,        baby.,L,,
911,36C-R155,2,        well if the baby cries and wants some breakfast she say wah.,L+F+P,,
912,36C-R157,3,        you gotta cry like a baby  talking to Zorg.,I+F+L,,
913,36C-R158,4,        this is a funny one.,I,funny,['funny']
914,36C-R234,pirate,nan,,,
915,36C-R235,1,        a pirate.,L,,
916,36C-R237,2,        and he likes to get treasure.,I+F,,
917,36C-R243,5,        you need  to be a pirate.,I+L,,
918,39C-R1,king,Speech,,,
919,39C-R7,3,"        well, I don't know anything about kings.",I+L,,
920,39C-R9,5,        don't know anything about kings.,L,,
921,39C-R13,8,        it took a hard time to shape the crown out and like get all the well +...,I+P,,['hard']
922,39C-R14,9,        it it took it took a hard time to find the clothes and this and the treasure ? like.,I+P,,['hard']
923,39C-R17,farmer,nan,,,
924,39C-R48,police officer,nan,,,
925,39C-R50,1,        whispers police officer.,L,,
926,39C-R55,2,        um see these are so that you can hear the police officer.,P+F+L,,
927,39C-R56,3,        so he can talk.,F,,
928,39C-R57,4,        and like it can get bad guys.,F,,['bad']
929,39C-R58,5,        and like I heard somebody being a bad guy and didn't want to be a bad guy anymore.,I,,"['bad', 'bad']"
930,39C-R59,6,        sent a card of apology.,I,,
931,39C-R61,7,        and sent back his money.,I,,
932,39C-R64,9,        uh well you see they rob pe-bad people.,F,,['bad']
933,39C-R65,10,        they take  well on ScoobyDoo.,I,,
934,39C-R66,11,        on one ScoobyDoo one time  house they were giving all the money to ScoobyDoo.,I,,
935,39C-R68,12,"        and that one was like, was like “You spent a night in a haunted house that wasn't even haunted”.",I,,"['haunted', 'haunted']"
936,39C-R69,13,        ridiculous.,I,,['ridiculous']
937,39C-R72,14,        you spent a night in a haunted house that wasn't even ⌊haunted⌋.,I,,
938,39C-R178,weightlifter,nan,,,
939,39C-R180,1,        a strong man.,L,strong,['strong']
940,39C-R182,2,"        well, this reminds me of the Incredibles.",I,,
941,39C-R184,3,        I watched them at my friend's house two times.,I,,
942,39C-R186,4,        like at the end Jack-Jack gets mad at the bad guy and like turns and  like a bad baby.,I,,"['mad', 'bad', 'bad']"
943,39C-R187,5,        and like he takes one of his things off.,I,,
944,39C-R188,6,"        and he was like, and the guy was like scared.",I,,['scared']
945,39C-R190,7,        then  Mister Incredible married Elastigirl and like was one guy like Dash.,I,,
946,39C-R191,8,        he's the fastest.,I,fastest,['fastest']
947,39C-R192,9,        and he's like even faster than regular humans.,I,faster,"['faster', 'regular']"
948,39C-R252,surfer,nan,,,
949,39C-R253,1,        I know surfing ?.,I,,
950,39C-R254,2,"        don't go on that because like, a shark will like come up and eat you.",I,,
951,39C-R255,3,        and like  you with kickboards in the ocean.,I+P,,
952,39C-R257,4,        because they will like get eaten by a shark.,I,,
953,39C-R258,5,        so like don't do that.,I,,
954,39C-R260,6,        well you see don't go swimming with that because Mom doesn't want ta- doesn't want people to get eaten by a shark.,I,,
955,39C-R262,7,        so like just don't do it.,I,,
